ConstellationShortName,AlphanumericName,ApparentMagnitude,Bayer 編號,ConsID,Declination,Flamsteed,HipparcosNumber,Name,RightAscension,ith,星點,英文星名
CMa,Lambda,4.46999979,λ CMa,14,-32.5801,,30788,λ,97.0425,19,孫增二,
Gru,Nu,5.46999979,ν Gru,39,-39.1314,,110936,ν,337.164,17,鶴十,
Pav,Nu,4.630000114,ν Pav,61,-62.2782,,90797,ν,277.8435,12,孔雀三,
Ori,Mu,4.119999886,μ Ori,60,9.64737,61 Ori,28614,μ,90.5958,18,參宿增十八,
UMa,Upsilon,3.779999971,υ UMa,83,59.0391,29 UMa,48319,υ,147.74865,17,文昌二,
Cas,Kappa,4.170000076,κ Cas,18,62.9318,15 Cas,2599,κ,8.24994,8,王良二,
Psc,Tau,4.510000229,τ Psc,66,30.0897,83 Psc,5586,τ,17.91495,13,奎宿十一,
Ori,Chi1,4.389999866,χ1 Ori,60,20.2764,54 Ori,27913,χ1,88.59615,20,司怪四,
Dra,MuA,4.909999847,μ Dra,34,54.4699,21 Dra,83608,Arrakis,256.3335,25,天棓增九,
Cyg,Pi1,4.690000057,π1 Cyg,31,51.1896,80 Cyg,107136,π1,325.524,21,螣蛇四,Azelfafage
Ori,Theta1A,4.980000019,,60,-5.38732,,26220,θ1A,83.816,33,,
Phe,Phi,5.119999886,,64,-42.4969,,8882,?,28.59195,14,,
Eri,Rho3,5.260000229,ρ3 Eri,36,-7.6009,10 Eri,14293,ρ3,46.0686,34,天苑增十二,
Eri,Omicron2,4.429999828,ο2 Eri,36,-7.64456,40 Eri,19849,ο2,63.8235,23,九州殊口增七,
Aps,Delta2,5.269999981,,3,-78.6674,,80057,δ2,245.112,8,,
Oph,Tau1,5.239999771,,59,-8.18124,,0,τ1,270.768,24,,
Lib,Xi1,5.78000021,ξ1 Lib,49,-11.8983,13 Lib,72934,ξ1,223.596,20,氐宿增四,
Ori,nil,2.25,δ Ori,60,-0.299093,34 Ori,25930,Mintaka,83.0016,7,參宿三,Mintaka
Ori,nil,1.639999986,γ Ori,60,6.34973,24 Ori,25336,Bellatrix,81.28275,3,參宿五,Bellatrix
Aql,nil,2.720000029,γ Aql,5,10.6133,50 Aql,97278,Tarazed,296.565,2,河鼓三,Tarazed
Boo,Psi,4.519999981,ψ Boo,9,26.9477,43 Boo,73745,ψ,226.1115,16,梗河增一,
Ret,Iota,4.96999979,,70,-61.0791,,18772,ι,60.32535,7,,
Gru,Epsilon,3.49000001,ε Gru,39,-51.3167,,112623,?,342.138,4,鶴三,
Cyg,Iota1,5.730000019,ι1 Cyg,31,52.3205,7 Cyg,95656,ι1,291.858,26,奚仲增一,
Aqr,Psi2,4.409999847,ψ2 Aqr,4,-9.18249,93 Aqr,115033,ψ2,349.476,14,羽林軍卅八,
Boo,Kappa2,4.53000021,,9,51.79,,69483,κ2,213.3705,17,,
CMa,nil,1.980000019,β CMa,14,-17.9559,2 CMa,30324,Mirzam,95.67495,4,軍市一,Mirzam
CrB,Kappa,4.789999962,κ CrB,27,35.6582,11 CrB,77655,κ,237.8085,9,貫索增四,
Tau,Kappa1,4.210000038,κ1 Tau,78,22.294,65 Tau,20635,κ1,66.34215,14,天街增二,
Del,Alpha,3.769999981,α Del,32,15.9121,9 Del,101958,α,309.909,2,瓠瓜一,Sualocin
Ant,Zeta2,5.909999847,,2,-31.8718,,46734,ζ2,142.88415,8,,
Cir,Gamma,4.480000019,,23,-59.3207,,75323,γ,230.844,3,,
Eri,Tau5,4.260000229,τ5 Eri,36,-21.6328,19 Eri,16611,τ5,53.4468,21,天苑十二,
UMa,nil,3.319999933,δ UMa,83,57.0326,69 UMa,59774,Megrez,183.8565,11,四 天權,Megrez
Aur,Delta,3.720000029,δ Aur,8,54.285,33 Aur,28358,δ,89.8815,8,八穀一,
Tau,Theta2,3.400000095,θ2 Tau,78,15.8709,78 Tau,20894,θ2,67.16535,5,畢宿增十三,
Lup,Phi1,3.569999933,?1 Lup,50,-36.2612,,75177,?1,230.4525,9,頓頑一,
Sgr,Xi2,3.519999981,ξ2 Sgr,72,-21.1066,37 Sgr,93085,ξ2,284.433,11,建一,
Eri,Rho1,5.75,ρ1 Eri,36,-7.66284,8 Eri,14060,ρ1,45.2916,36,天苑增十,
Tau,Tau,4.269999981,τ Tau,78,22.957,94 Tau,21881,τ,70.5612,16,諸王六,
Cnc,Iota2,6.579999924,,12,28.7652,,43100,ι2,131.6667,34,,
Cyg,Chi,7.909999847,,31,32.9142,,97629,χ,297.642,28,,
For,Iota2,5.840000153,,37,-30.1939,,12288,ι2,39.5775,17,,
Sco,Zeta2,3.619999886,,73,-42.3608,,82729,ζ2,253.647,16,,
For,Zeta,5.690000057,,37,-25.2743,,13942,ζ,44.90025,13,,
Cha,Beta,4.239999771,β Cha,22,-79.3123,,60000,β,184.587,3,小斗一,
Oct,Pi2,5.650000095,,58,-83.0383,,73771,π2,226.1955,21,,
Eri,Xi,5.170000076,ξ Eri,36,-3.74533,42 Eri,20507,ξ,65.92035,32,九州殊口三,
Cet,Xi2,4.300000191,ξ2 Cet,21,8.46009,73 Cet,11484,ξ2,37.03965,13,天囷六,
Col,nil,2.650000095,α Col,24,-34.074,,26634,Phact,84.9123,1,丈人一,Phact
And,Epsilon,4.340000153,ε And,1,29.3124,30 And,3031,?,9.639585,13,奎宿四,
Ori,Pi3,3.190000057,π3 Ori,60,6.96125,1 Ori,22449,π3,72.45885,9,參旗六,
CMa,nil,2.450000048,η CMa,14,-29.3031,31 CMa,35904,Aludra,111.0237,5,弧矢二,Aludra
Cen,RigelKentaurus,1.350000024,,19,-60.8395,,71681,RigelKentaurus,219.9135,3,,
Tau,Pi,4.690000057,π Tau,78,14.7139,73 Tau,20732,π,66.6516,22,天節一,
Mus,Delta,3.609999895,,56,-71.5488,,63613,δ,195.5655,3,,
Hya,Chi2,5.690000057,,42,-27.2878,,54255,χ2,166.4895,27,,
Men,Nu,5.78000021,,53,-81.5802,,20297,ν,65.24175,12,,
Aql,Eta,3.869999886,η Aql,5,1.00568,55 Aql,97804,η,298.1175,8,天桴四,
UMa,nil,1.809999943,α UMa,83,61.7511,50 UMa,54061,Dubhe,165.933,2,一 天樞,Dubhe
Oct,Lambda,5.269999981,,58,-82.7188,,107843,λ,327.726,8,,
Lib,Mu,5.320000172,μ Lib,49,-14.149,7 Lib,72489,μ,222.33,15,氐宿增五,
Lib,Zeta3,5.820000172,ζ3 Lib,49,-16.6095,34 Lib,75944,ζ3,232.668,21,氐宿增十五,
Pav,Epsilon,3.970000029,ε Pav,61,-72.9102,,98495,?,300.147,5,孔雀九,
Mon,Gamma,3.99000001,γ Mon,55,-6.27473,5 Mon,29651,γ,93.71385,3,參宿增廿八,
Gru,Iota,3.880000114,ι Gru,39,-45.2466,,114421,ι,347.589,5,鶴七,
Lup,Tau2,4.329999924,,50,-45.3793,,70576,τ2,216.5445,18,,
And,Rho,5.159999847,ρ And,1,37.9687,27 And,1686,ρ,5.280105,24,天廄二,
Lup,Beta,2.680000067,β Lup,50,-43.1339,,73273,β,224.6325,2,騎官四,
Ori,Phi2,4.090000153,?2 Ori,60,9.29141,40 Ori,26366,?2,84.22635,17,觜宿三,
Sct,Beta,4.21999979,β Sct,75,-4.74783,,92175,β,281.793,2,天弁四,
Cru,Iota,4.690000057,,30,-60.9812,,62268,ι,191.4075,11,,
CMa,Pi,4.659999847,π CMa,14,-20.1366,19 CMa,33302,π,103.9059,21,軍市增四,
Ser,Xi,3.539999962,ξ Ser,76,-15.3984,55 Ser,86263,ξ,264.3975,4,十 南海,
Vir,Pi,4.650000095,π Vir,86,6.61439,8 Vir,58590,π,180.219,17,內屏三,
Cep,nil,4.260000229,ξ Cep,20,64.6278,17 Cep,108917,Kurah,330.9465,12,天鉤六,Kurhah
Cnc,Epsilon,6.289999962,ε Cnc,12,19.5448,41 Cnc,42556,?,130.1127,29,積屍增三,
Gem,Lambda,3.579999924,λ Gem,38,16.5405,54 Gem,35350,λ,109.5234,11,井宿八,
Sco,nil,1.059999943,α Sco,73,-26.4319,21 Sco,80763,Antares,247.3515,1,心宿二 大火,Antares
Crt,Epsilon,4.809999943,ε Crt,29,-10.8594,14 Crt,55687,?,171.153,7,翼宿十,
Aps,Kappa2,5.639999866,κ2 Aps,3,-73.4466,,76750,κ2,235.089,11,三角形增四,
Lup,Omega,4.340000153,,50,-42.5675,,76552,ω,234.5145,19,,
TrA,Zeta,4.900000095,,81,-70.0847,,80686,ζ,247.116,6,,
Oph,Phi,4.289999962,? Oph,59,-16.6126,8 Oph,80894,?,247.785,13,東咸一,
Dor,Eta1,5.71999979,,33,-66.0397,,28909,η1,91.539,14,,
Tuc,Rho,5.380000114,ρ Tuc,82,-65.4681,,3330,ρ,10.6179,13,鳥喙五,
Psc,Kappa,4.949999809,κ Psc,66,1.25584,8 Psc,115738,κ,351.7335,19,雲雨一,
Hyi,Nu,4.760000229,ν Hyi,43,-75.0669,,13244,ν,42.6189,7,附白二,
Vir,Sigma,4.78000021,σ Vir,86,5.46985,60 Vir,64852,σ,199.401,20,天田增一,
Dor,Theta,4.809999943,θ Dor,33,-67.1853,,24372,θ,78.43935,6,夾白一,
Aql,Xi,4.710000038,ξ Aql,5,8.46165,59 Aql,97938,ξ,298.5615,13,河鼓增八,
Peg,Chi,4.789999962,χ Peg,62,20.2067,89 Peg,1168,χ,3.650445,17,壁宿增十九,
Ser,Omicron,4.239999771,ο Ser,76,-12.8752,56 Ser,86565,ο,265.3545,10,市樓二,
For,Chi3,6.489999771,,37,-35.8534,,16156,χ3,52.0479,26,,
Ind,Theta,4.389999866,,44,-53.4493,,105319,θ,319.9665,3,,
Aql,nil,0.75999999,α Aql,5,8.86738,53 Aql,97649,Altair,297.6945,1,河鼓二,Altair
Hor,Nu,5.25,,41,-62.8066,,13141,ν,42.25575,6,,
Cap,Kappa,4.71999979,κ Cap,16,-18.8663,43 Cap,107188,κ,325.6635,12,壘壁陣一,
Ser,Pi,4.820000172,π Ser,76,22.8044,44 Ser,78554,π,240.573,17,貫索增十二,
Tel,Zeta,4.099999905,,79,-49.07,,90568,ζ,277.2075,2,,
Phe,Rho,5.239999771,,64,-50.9869,,3949,ρ,12.67137,19,,
Her,Omicron,3.839999914,ο Her,40,28.7625,103 Her,88794,ο,271.8855,11,四 中山,
Boo,Nu1,5.039999962,ν1 Boo,9,40.8331,52 Boo,75973,ν1,232.7325,23,七公五,
Cyg,Psi,4.909999847,,31,52.439,,98055,ψ,298.908,22,,
CrB,Iota,4.980000019,ι CrB,27,29.8511,14 CrB,78493,ι,240.3615,11,貫索八,
Leo,Omicron,3.519999981,ο Leo,46,9.8924,14 Leo,47508,ο,145.28805,9,軒轅十五,Subra
Pup,Sigma,3.25,σ PuP,68,-43.3019,,36377,σ,112.30785,6,弧矢增廿四,
Cae,Delta,5.070000172,,10,-44.9537,,21060,δ,67.7088,4,,
Pav,Mu2,5.320000172,,61,-66.9438,,98624,μ2,300.468,19,,
Her,Xi,3.700000048,ξ Her,40,29.2479,92 Her,87933,ξ,269.4405,8,中山增一,
Hyi,Zeta,4.829999924,ζ Hyi,43,-67.6167,,12876,ζ,41.3856,8,蛇腹一,
Pav,Iota,5.46999979,,61,-62.0028,,89042,ι,272.61,21,,
Cyg,Omega2,5.440000057,ω2 Cyg,31,49.2204,46 Cyg,101243,ω2,307.8285,25,天津增卅四,
Pav,nil,1.940000057,α Pav,61,-56.7349,,100751,Peacock,306.4125,1,孔雀十一,Peacock
Pic,Iota,6.420000076,,65,-53.4599,,22534,ι,72.73575,13,,
CMa,Sigma,3.49000001,σ CMa,14,-27.9348,22 CMa,33856,σ,105.42975,8,弧矢增二,
Per,Nu,3.769999981,ν Per,63,42.5785,41 Per,17529,ν,56.29845,9,卷舌一,
Dra,Zeta,3.170000076,ζ Dra,34,65.7146,22 Dra,83895,ζ,257.198,5,四 上弼,
Tau,nil,2.849999905,η Tau,78,24.1052,25 Tau,17702,Alcyone,56.87115,3,昴宿六,Alcyone
Vul,Alpha,4.440000057,α Vul,88,24.6652,6 Vul,95771,α,292.176,1,齊增五,
Scl,Mu,5.300000191,,74,-32.073,,116820,μ,355.1595,11,,
Sco,XiB,5,,73,-11.3742,,78738,ξB,241.092,27,,
Dra,Kappa,3.849999905,κ Dra,34,69.7882,5 Dra,61281,κ,188.3715,12,二 少尉,
LMi,Beta,4.199999809,β LMi,47,36.7075,31 LMi,51233,β,156.9705,2,勢增四,
Cap,Omicron2,6.739999771,,16,-18.5862,,101120,ο2,307.4685,27,,
CMa,Tau,4.369999886,τ CMa,14,-24.9544,30 CMa,35415,τ,109.677,17,弧矢增六,
Aqr,Tau1,5.679999828,τ1 Aqr,4,-14.0564,69 Aqr,112542,τ1,341.928,28,羽林軍廿五,
Aqr,Psi1,4.239999771,ψ1 Aqr,4,-9.0877,91 Aqr,114855,ψ1,348.972,12,羽林軍卅九,
For,Lambda1,5.909999847,,37,-34.6499,,11867,λ1,38.2794,19,,
UMa,nil,3.950000048,,83,54.9209,,0,Mizar B,200.9835,18,,
Crv,nil,2.940000057,δ Crv,28,-16.5151,7 Crv,60965,Algorab,187.467,3,軫宿三,Algorab
Cet,Tau,3.49000001,τ Cet,21,-15.9396,52 Cet,8102,τ,26.0214,5,天倉五,
Sco,Omega2,4.309999943,ω2 Sco,73,-20.8687,10 Sco,78990,ω2,241.851,20,鉤鈐二,
Cet,Rho,4.880000114,ρ Cet,21,-12.2905,72 Cet,11345,ρ,36.4875,22,芻?一,
Del,Gamma1,5.150000095,,32,16.1246,,102531,γ1,311.6625,8,,
Lib,Omicron,6.139999866,ο Lib,49,-15.5484,29 Lib,75118,ο,230.256,23,氐宿增十七,
Eri,nil,2.779999971,β Eri,36,-5.08626,67 Eri,23875,Cursa,76.9626,2,玉井三,Cursa
Lyr,Delta1,5.579999924,δ1 Lyr,52,36.9717,11 Lyr,92728,δ1,283.431,15,漸台增一,
Dra,Tau,4.449999809,τ Dra,34,73.3552,60 Dra,94648,τ,288.888,15,御女一,
Lep,Eta,3.710000038,η Lep,48,-14.168,16 Lep,28103,η,89.10135,7,廁增六,
Hya,Tau1,4.590000153,τ1 Hya,42,-2.76896,31 Hya,46509,τ1,142.28685,19,星宿二,
CMa,Theta,4.079999924,θ CMa,14,-12.0386,14 CMa,33160,θ,103.54785,13,天狼增二,
Mus,Mu,4.75,,56,-66.8149,,57581,μ,177.06,7,,
For,Mu,5.269999981,,37,-30.7238,,10320,μ,33.22695,8,,
Tau,Theta1,3.839999914,θ1 Tau,78,15.9622,77 Tau,20885,θ1,67.14345,12,畢宿六,
Vir,Chi,4.659999847,χ Vir,86,-7.9955,26 Vir,61740,χ,189.8115,18,進賢增八,
Ori,Pi1,4.639999866,π1 Ori,60,10.1511,7 Ori,22845,π1,73.7238,30,參旗四,
Oct,Gamma3,5.289999962,,58,-82.224,,814,γ3,2.509455,10,,
Tau,Iota,4.619999886,ι Tau,78,21.5901,102 Tau,23497,ι,75.7737,19,天高一,
